unitat_funcional_gestora_organic_,tipologia_contracte,numero_de_lexpedient,exercici_de_lexpedient,objecte_del_contracte,import_dadjudicacio_amb_iva,data_inici_execucio,data_fi_execucio,denominacio_empresa_adjudicataria,nif_empresa_adjudicataria
Districte de Nou Barris,Serveis,22000651,2022,SERVEI D'INTERPRETACIÓ LLENGUA DE SIGNES,5590.2,2022-02-28,2022-04-29,SUBTIL.COMINICACIO I ACCESIBIL,J64963390
Gerència d'Àrea de Seguretat i Prevenció,Subministraments,22000276,2022,Submin. mat.recollida mostres saliva conf. drogues,18148.79,,2022-06-30,SYNLAB DIAGNOSTICOS GLOBALES S,A59845875
Districte de Sant Andreu,Serveis,22000662,2022,AUDITORIA PROJECTE MACOSA I INMOBLES PONT 6 I 8,4235.0,2022-02-28,2022-06-30,"TABER MANAGEMENT, S.L.",B66157546
Districte de l'Eixample,Serveis,22000836,2022,Redac_actualitzar proj instal·electrica Seu Dte 02,1996.5,,,"TABER MANAGEMENT, S.L.",B66157546
Districte de Les Corts,Serveis,22000740,2022,REDACCIÓ PROJECTE EXECUTIU CANVI FINESTRES CASERNA,2208.25,2022-03-14,2022-04-21,TALLER ARQUITECTURA NINKASI 78,B67402917
Districte de Gràcia,Obres,22000449,2022,Obres d'instal·lació de barana a escales pg Turull,22813.78,2022-04-06,2022-04-13,"TALLERES ESCUREDO, SL",B58855651
Districte de Nou Barris,Subministraments,22000647,2022,ELEMENTS SENYALITZACIÓ EQUIPAMENTS NOU BARRIS,329.53,2022-03-02,2022-03-31,TAS IMAgen y COMUNICACION SL,B60474251
Districte de Nou Barris,Serveis,22000835,2022,EL REC ES MOU,7489.45,2022-03-11,2022-12-31,TATA INTI S.C.C.L,F67303156
Gerència de Mobilitat i Infraestructures,Serveis,22000455,2022,Redacció del Pla de gestió de l’Arbrat Rondes,15865.52,2022-02-21,2022-05-23,"TECNIGRAL, S.L.",B80081094
Gerència de Recursos,Obres,22000502,2022,Obres correcció factors risc laboral ed. GR,46547.41,,,TEISER MATENIMENTS SL,B65887184
Districte de Gràcia,Serveis,22000204,2022,Suport tècnic sistemes control Ateneu i Can Carol,4356.0,2022-02-09,2022-12-31,TELEGESTION INTEGRAL DE,B20826236
Gerència d'Àrea de Seguretat i Prevenció,Serveis,22000785,2022,Adaptar Recurs Digital de Bombers al mòbil,5856.4,2022-03-12,2022-05-30,TEMPESTA MEDIA,B67376855
"Ger. Àrea Ag.2030, Trans Dig i Esports",Serveis,22000899,2022,Actualitzacions a OPEN SDG AJB,3109.7,,,TEMPESTA MEDIA,B67376855
Gerència de l'Arquitecte en Cap,Serveis,22000667,2022,Estudi alternatives per ampliació del Parlament,15125.0,2022-03-09,2022-06-10,TERRITORIS XLM S.C.P.,J66027574
Districte de Sants-Montjuïc,Obres,22000557,2022,OBRES SENYALÍSTICA REFORÇ PARC DE MONTJUÏC,6074.76,2022-02-26,2022-04-30,TEVASEÑAL SA,A23377674
Districte de Sant Martí,Serveis,22000956,2022,Serveis projecte aïllament acústic Ca l'Isidret,16335.0,2022-03-25,2022-06-25,THE SOUNDWICH PROJECT S.L.,B65682601
Districte de l'Eixample,Subministraments,22001102,2022,Subministrament de cabines sanitàries i urinaris,4950.0,,,TOI TOI SANITARIOS MOVILES SA,A62518121
Gerència d'Àrea de Seguretat i Prevenció,Serveis,22000580,2022,Servei neteja i desinfecció material GUB,7260.0,2022-03-12,2022-12-31,"TOTAL SAFETY CLEAN, SL",B65689093
Gerència de Recursos,Serveis,22000820,2022,Subtitulació vídeos Arxiu Municipal de Barcelona,582.41,,,"TOTHOMWEB, S.L.",B55183933
Gerència d'Àrea de Seguretat i Prevenció,Serveis,22000325,2022,Serv. superv. i garan. radioenllaç,1347.25,2022-02-05,2022-07-31,TRADIA TELECOM SA,A61902045
Districte de Gràcia,Serveis,22000195,2022,Dinamització projecte Minerva,6098.4,2022-01-27,2022-04-30,"TRAMA, S.C.C.L.",F67128140
Districte de Sant Andreu,Serveis,22000646,2022,Gestió web feminismes i LGTBI del Dte Sant Andreu,2329.25,2022-02-28,2022-08-31,"TRAMA, S.C.C.L.",F67128140
Gerència Municipal,Serveis,22000549,2022,Assistència tècnica Node Formatiu Nàutica,17968.5,,,TRANSF.RECURSOS AVANÇATS I NOU,B62829999
Districte de Sarrià - Sant Gervasi,Serveis,22000002,2022,Compra serveis de transport,1500.0,2022-01-03,2022-12-31,TRANSPORTS CAN DRAGO SL,B60837325
Districte de Sarrià - Sant Gervasi,Serveis,22000016,2022,Transport gegants i drac de Sarrià,653.4,2022-01-07,2022-06-30,"TRANSPORTS GERMANS RANDUA, SLL",B61523049
Gerència d'Urbanisme,Serveis,22001017,2022,Redacció PEUiMU Sector 3 de Magòria,12620.3,2022-03-28,2022-06-30,UNDER PROJECT LAB SCP,J67304709
"Ger. Àrea Economia, Recursos i Prom.Eco",Serveis,22000412,2022,Informe sobre capacitat de càrrega turística,9963.62,,,UNIVERSITAT DE GIRONA,Q6750002E
Districte de Nou Barris,Serveis,22001114,2022,SUPORT A L'ALTA DE LLUM SECTOR TRES TORRE BARÓ,14935.68,2022-03-31,2022-07-01,UTE ABD FABD ECOSERVEIS,U66903964
Districte de Gràcia,Serveis,22001105,2022,Estudi identif. camins històrics Gràcia-Collserola,9680.0,2022-04-07,2022-08-07,"VECLUS, S.L",B59371195
Gerència de Recursos,Serveis,22000377,2022,DRETS DE REPRODUCCIÓ DE FOTOGRAFIES,3134.36,,,VISUAL ENT.GESTION ARTISTES PL,G79467353
Gerència d'Area d'Ecologia Urbana,Serveis,22000723,2022,Vídeo presentació de mesura de govern de patrimoni,6473.5,2022-03-08,2022-12-31,"WE ARE VISUAL MAKERS,S.L.",B06851554
"Ger. Àrea Cultura, Educ., Ciència i Com.",Serveis,22000406,2022,"Servei de conceptualització, disseny i programació",17968.5,2022-02-11,2022-12-31,WHADS MEDIA STUDIOS S.L.,B66879909
Gerència d'Àrea de Seguretat i Prevenció,Serveis,22000458,2022,actualització continguts webs SiP,5989.5,2022-02-23,2022-04-30,WHADS MEDIA STUDIOS S.L.,B66879909
Gerència Municipal,Serveis,22000527,2022,Nova web del Pla Litoral,17666.0,,,WHADS MEDIA STUDIOS S.L.,B66879909
"Ger. Àrea Cultura, Educ., Ciència i Com.",Serveis,22000729,2022,Programació i desenvolupament nou web Ciència,17968.5,2022-03-21,2022-07-31,WHADS MEDIA STUDIOS S.L.,B66879909
"Ger. Drets Socials, Just. Global, Femini",Serveis,22000969,2022,Mateniment web vacances d'estiu 2022,5808.0,2022-03-23,2022-07-31,WHADS MEDIA STUDIOS S.L.,B66879909
Gerència de Recursos,Privat d'Administració Pública,22000277,2022,Subscripció base de dades de Wolters-Kluwer 2022,14050.4,,,"WOLTERS KLUWER ESPAñA,S.A.",A58417346
Districte de Nou Barris,Serveis,22000619,2022,BUSTIADA I CARTELLERIA TRANSPORT PÚBLIC,17545.0,2022-02-23,2022-12-31,ZAMBRA BLANCA SL,B63671150
Districte d' Horta-Guinardó,Serveis,22000984,2022,G - DF i COORD SEG I SALUT PLA ARMENGOL,11504.15,2022-04-07,2022-09-30,2BMFG ARQUITECTES SLP,B65595308
Districte de Sants-Montjuïc,Serveis,22002182,2022,Punt d’informació consums festa major PS,1943.45,2022-07-16,2022-07-23,A.B.D. ASOC. BIENESTAR Y DESAR,G59435180
Districte de Sant Martí,Serveis,22001798,2022,Revisió limitad comptes Subv. Pista la Pau,1294.7,2022-06-16,2022-08-15,"ABAD SALTÓ AUDITORS, SLP",B43966696
Districte de Gràcia,Serveis,22001804,2022,Informes revisió limitada 2021 equipaments esporti,2395.8,2022-05-31,2022-12-31,"ABAD SALTÓ AUDITORS, SLP",B43966696
"Ger. Drets Socials, Just. Global, Femini",Serveis,22001353,2022,Balanç 1 any MG Innovació Social,5315.17,2022-04-26,2022-05-31,ACCES SERVEIS I CENTRE D'ESTUD,B61482618
Districte de Sant Martí,Serveis,22001621,2022,Obertura accés Muhba Oliva Artes dia 19/05/22,114.42,2022-05-19,2022-05-19,"ACCIONA FACILITY SERVICES, S.A",A08175994
Districte de l'Eixample,Subministraments,22002007,2022,Subministrament barana entorns Escola Xirinacs,18149.18,2022-06-07,2022-12-31,ACSA OBRAS E INFRAESTRUCTURAS,A08112716
Districte de Gràcia,Serveis,22002026,2022,"Redacció estudi arquitectònic c/Sant Lluís, 1-5",3073.4,2022-06-24,2022-08-24,"ACTIUM PATRIMONI CULTURAL, S.L",B63225098
Districte de Nou Barris,Serveis,22002027,2022,PRESENTACIÓ JOCS FLORALS,847.0,2022-06-22,2022-07-22,"ACTURA 12, S.L.",B65758427
Districte d' Horta-Guinardó,Subministraments,22001505,2022,V - Subministrament de pilones,3629.27,2022-05-25,2022-06-25,ADO URBAN FURNITURE SL.,B65916223
Gerència de Recursos,Serveis,22001595,2022,Servei manteniment realització d'actes digitals,3240.38,2022-05-26,2023-05-26,ADTEL SISTEMAS DE TELECOMUNICA,B63181440
Districte de Gràcia,Serveis,22001968,2022,Revisar i arreglar l'antena de Ràdio Gràcia,2383.7,2022-06-18,2022-07-31,ADTEL SISTEMAS DE TELECOMUNICA,B63181440
Districte de l'Eixample,Serveis,22002009,2022,Redacció avantprojectes 2 execucions subsidiàries,2407.9,2022-06-08,2022-12-31,AE-BGC2005,B63728836
Gerència de Recursos,Serveis,22001165,2022,Drets de reproducció fotografies,1951.13,,,"AGENCIA EFE, S.A.",A28028744
"Ger. Drets Socials, Just. Global, Femini",Serveis,22001711,2022,Acte reconeixement VinclesBCN i nova app BCN+65,17938.25,2022-05-20,2022-07-05,AGORA GESTION DE EVENTOS SL,B64674187
Gerència d'Àrea de Seguretat i Prevenció,Serveis,22001919,2022,Lloguer piscina pràctiques subaquàtiques SPEIS,7793.61,2022-06-10,2022-12-31,AIGUA ESPORTS I SALUT S.L.,B62849674
Districte de l'Eixample,Obres,22002298,2022,Obres vorera Villarroel entre Buenos Aires-Londres,48390.82,,,AIR GOLDEN EVENTS SL,B66921891
Districte de Gràcia,Serveis,22001667,2022,"Revisió projectes leds E.J. Fontana, CAT i  FG, 51",2631.75,2022-05-19,2022-07-19,AIRENGINY URC SL,B63766745
"Ger. Drets Socials, Just. Global, Femini",Serveis,22001182,2022,Secretaria Tècnica en les Jornades: Caring Cities:,13564.1,2022-04-14,2022-05-31,AIRUN SERVEIS CULTURALS SL,B61519344
Districte de Sarrià - Sant Gervasi,Serveis,22001419,2022,sardanes 2022,10965.02,2022-04-28,2022-12-31,AIRUN SERVEIS CULTURALS SL,B61519344
Gerència Medi Ambient i Serveis Urbans,Serveis,22001588,2022,Esdeveniment MOU-TE PEL CLIMA 11 juny 2022,17024.7,2022-05-19,2022-08-18,AIRUN SERVEIS CULTURALS SL,B61519344
"Ger. Drets Socials, Just. Global, Femini",Serveis,22001902,2022,Organització congrés sobre adolescència trans,13702.04,2022-06-01,2022-07-15,AIRUN SERVEIS CULTURALS SL,B61519344
Districte d' Horta-Guinardó,Serveis,22001503,2022,Jocs Florals,9898.68,2022-05-19,2022-12-31,AIRUN SERVEIS CULTURALS SL,B61519344
"Ger. Drets Socials, Just. Global, Femini",Serveis,22001576,2022,Instal•lar Sistema de gravació de veu,5101.75,2022-05-12,2022-12-31,ALAVA INGENIEROS S.A.,A28570190
Districte de Nou Barris,Serveis,22001175,2022,SUBSTIT. I REPARACIÓ VIDRE CASAL JOVES PROSPERITAT,713.9,2022-05-17,2022-06-20,ALGECO CONSTRUCCIONES MODULARE,B28871192
Gerència d'Àrea de Seguretat i Prevenció,Subministraments,22002175,2022,Subministrament de 60 microauriculars per al CGE,2417.58,,2022-12-31,ALGORITMOS PROCESOS Y DISEÑOS,A28634046
"Ger. Drets Socials, Just. Global, Femini",Serveis,22001352,2022,SMS Konsulta’m a joves,1210.0,2022-04-26,2022-05-31,ALHORA SCFP SL,B64933302
"Ger. Drets Socials, Just. Global, Femini",Serveis,22001100,2022,Trasllat per adequació de l'espai Pere Calafell,16851.55,2022-04-14,2022-12-31,ALIANCE BROTHER SL,B58296955
Districte de Sant Andreu,Subministraments,22001252,2022,Subministrament carpa plegable punt lila,1301.96,2022-04-14,2022-12-31,ALQUICARP 2000 SL,B64191232
Districte de Gràcia,Serveis,22001706,2022,"Redacció topogràfic solar av. Vallcarca, 126",1306.8,2022-05-24,2022-06-24,ALTIPLA GEOMATICA I TOPOGRAFIA,B67506188
Districte de Gràcia,Serveis,22001534,2022,Redacció projecte legalització B.T. Nou Sardenya,2359.5,2022-05-19,2022-07-19,AMBIT GRUP SERVEIS TECNICS SL,B67566687
Districte de Gràcia,Serveis,22001535,2022,"Revisió projecte a leds, poliesportiu Creueta Coll",1185.8,2022-05-19,2022-07-19,AMBIT GRUP SERVEIS TECNICS SL,B67566687
Districte de Gràcia,Serveis,22002270,2022,Redacció proj. clima pl baixa biblio. Jaume Fuster,4598.0,2022-07-05,2022-09-05,AMBIT GRUP SERVEIS TECNICS SL,B67566687
Districte de l'Eixample,Subministraments,22002008,2022,Subministrament barana entorns Escola Maristes,18143.07,2022-06-07,2022-12-31,"AMBITEC SERVICIOS AMBIENTALES,",A65208084
Gerència Municipal,Serveis,22001975,2022,Informe sobre la Cocreació,6534.0,,,"AMPERSAND SET, S.L.",B66339771
Districte de Sant Martí,Subministraments,22002229,2022,Subminist material Focs artifici FM Besòs Maresme,765.89,2022-06-29,2022-06-29,"ANTIGUA CASA MANUEL ESTALELLA,",B08958209
Districte de Sarrià - Sant Gervasi,Subministraments,22001195,2022,Subministrament pals i xarxa vòlei,430.34,2022-04-07,2022-06-30,ANTUCO S.L.,B99299018
Districte de Sant Andreu,Serveis,22001310,2022,Servei de manteniment patalla exterior Seu,2424.24,2022-04-26,2022-12-31,APLICACIONS MULTIMEDIA INTERAC,B61077020
Gerència de Mobilitat i Infraestructures,Serveis,22002254,2022,Modelat Lesseps,9075.0,2022-06-27,2022-09-28,"APOGEA CONSULTORES, S.L.",B93459998
Gerència d'Àrea de Seguretat i Prevenció,Serveis,22001549,2022,Anàlisi tècnic i funcional aplicació Cooper,17666.0,,2022-12-31,APPLYSAP4 S.L.,B66619388
Districte de Nou Barris,Obres,22001108,2022,OBRES RETIRADA ABOCAMENTS PARCEL·LES TORRE BARÓ,48387.9,2022-04-05,2022-08-05,APRISE-CATALUNYA EMPRESA D'INS,B64241946
Districte de Sant Andreu,Serveis,22002049,2022,"Suport i seguiment PO pintura, neteja, manteniment",18004.8,2022-06-10,2022-12-30,APRISE-CATALUNYA EMPRESA D'INS,B64241946
"Ger. Àrea Economia, Recursos i Prom.Eco",Serveis,22001596,2022,Servei redacció mesura govern Districte Paral·lel,7260.0,,,AQ:SC,E16985277
Gerència de l'Arquitecte en Cap,Serveis,22002253,2022,Disseny exposició permanent transformació La Model,12705.0,2022-06-29,2022-09-30,AR47 SCCLP,F63438170
Gerència d'Àrea de Seguretat i Prevenció,Subministraments,22001068,2022,Subministrament de sepiolita per a l'SPCPEIS,4871.46,2022-04-08,2022-12-31,ARCILLAS MINERALES Y SUMINISTR,B73754095
Districte de l'Eixample,Serveis,22002131,2022,DF+CSS Obres d'ampliació pèrgola Pl.Gaudí,1573.0,,,AREA CIVITAS ARQUITECTURA E IN,B66837741
Gerència d'Area d'Ecologia Urbana,Serveis,22001907,2022,Manteniment i millores aplicatiu IRIS,2325.62,2022-06-10,2022-12-31,ARENY SANUY CONSULTORIA I INFO,B60409612
Districte de Sant Andreu,Subministraments,22001471,2022,Adquisició equipament gimnàs GUB,2834.1,2022-05-26,2022-07-26,ARGES FITNESS S.L,B64538739
Gerència de Pressupostos i Hisenda,Serveis,22002092,2022,Impacte desafectació DPMT,5770.57,,,ARGOIURE S.L.,B27783448
Gerència de Recursos,Serveis,22001092,2022,Certificació energ serveis editorials PgZona Franc,6037.9,,,"ARIBAU 70, SL",B63472872
Districte de Sant Andreu,Serveis,22001524,2022,AUDITORIA CLIMA I HUMECTACIO BIBLIOTECA CAN FABRA,3786.07,2022-05-16,2022-07-18,"ARIBAU 70, SL",B63472872
Gerència d'Àrea de Seguretat i Prevenció,Serveis,22001226,2022,Servei de serigrafia en armilles UREP,2580.63,2022-05-06,2022-12-31,ARMERIA RAVELL S.L.,B08073264
Gerència d'Àrea de Seguretat i Prevenció,Subministraments,22001671,2022,Submin. rifle anestèsic GUB,5190.21,,2022-12-31,ARMERIA RAVELL S.L.,B08073264
Districte de l'Eixample,Serveis,22001365,2022,"DF Obres reforma local Mallorca, 424",1439.16,,,ARQ PSG10 SL,B66213869
Districte de l'Eixample,Serveis,22002139,2022,DF+TP Obres enderroc mur Av.Paral·lel 100-102B,1270.5,,,ARQ PSG10 SL,B66213869
Districte de l'Eixample,Serveis,22001213,2022,Auditoria Proj.millores funcionals EGG Joan Oliver,1694.0,,,"ARQPOMA, SLP",B67562710
Districte de l'Eixample,Serveis,22001232,2022,Auditoria Proj.millores funcionals Bibl. J Oliver,1694.0,,,"ARQPOMA, SLP",B67562710
Districte de Ciutat Vella,Serveis,22001695,2022,DO i CSS de la reforma de la plaça Cucurulla,4477.0,2022-05-18,2022-12-31,ARQUITECTURA GENIS PLANELLES S,B64782105
Districte de Nou Barris,Serveis,22001320,2022,DEO I CSS DE PASSAREL·LA FÒRUM NORD,11035.2,2022-04-22,2022-07-29,ARRIOLA & FIOL ARQUITECTES SCP,J58516873
Gerència d'Area d'Ecologia Urbana,Subministraments,22001815,2022,Impressió Document Bones Pràctiques Refugis Climàt,1874.19,2022-06-07,2022-08-08,ARTES GRAFICAS AUXILIARES DEL,B08923542
Districte de Sants-Montjuïc,Serveis,22001275,2022,Organització Passeig per la lectura 2022,4949.0,2022-04-28,2022-04-30,ARTIXOC,G62003603
"Ger. Drets Socials, Just. Global, Femini",Serveis,22002173,2022,Maquetació guia harmonització,2825.35,2022-06-20,2022-08-22,ARTRUIX CORPORACIÓ S.L.,B66772518
Gerència de Recursos,Serveis,22001150,2022,Conversió videos a MP4 del SEDAC pel 2022,435.6,,,ARTYPLAN SL,B61963229
Gerència de Mobilitat i Infraestructures,Serveis,22001246,2022,Servei de llicencia de programari AUTODESK,4101.9,2022-04-25,2022-05-31,ASIDEK-ASES.SIST.E INTEGRADORE,B61117099
Districte de Sant Martí,Serveis,22001406,2022,Representació obra teatral inauguració Biblioteca,1500.0,2022-05-13,2022-06-13,ASOC CULTURAL INTEGRA T,G65371262
Districte de Gràcia,Serveis,22002096,2022,Activitat de reciclatge,1390.0,2022-07-02,2022-09-17,ASOC PARA LA PROTECCION DEL ME,G40610701
Gerència Medi Ambient i Serveis Urbans,Serveis,22001467,2022,Organització i producció d’un dinar d’aprofitament,14036.0,2022-05-19,2022-08-18,ASOC. PLATAF. APROFITAMENT ALI,G66219718
Districte de Nou Barris,Serveis,22002264,2022,ACTIVITATS FAMILIARS PER A INFANTS DE ZONA NORD,3940.0,2022-08-01,2022-08-31,ASOC. SOCIOCULTURAL LA INDOMAB,G64435837
"Ger. Àrea Economia, Recursos i Prom.Eco",Serveis,22001472,2022,Patrocini publicitari Ajuntament en BIOCULTURA,16698.0,,,ASOCIACION VIDA SANA,G08890923
Districte de Sants-Montjuïc,Serveis,22001121,2022,Programació Viu Montjuïc 2022,17061.0,2022-04-20,2022-10-31,ASS CULTURAL FORMACIO I CONEIX,G64855927
Gerència de Recursos,Serveis,22002050,2022,Conclusions informe situació UT GUB,3630.0,,,ASS. IRIDIA CENTRE PER LA DEF.,G66610882
Districte de Gràcia,Serveis,22001271,2022,Dinamització digital i vídeo,3000.0,2022-04-12,2022-10-31,ASS.AEDO SOCIAL FILMS,G65781221
"Ger. Àrea Economia, Recursos i Prom.Eco",Serveis,22001629,2022,Esdeveniment emprenedores LGTBIQ,18029.0,,,ASS.CATALANA EMPRESES PER A GA,G64717812
Districte de Les Corts,Serveis,22001591,2022,Actuació musical placeta Juli Busquets Bragulat,750.0,2022-05-11,2022-06-30,ASSO.CULTURAL FARRE,G66016015
Districte de Nou Barris,Serveis,22001283,2022,TEATRE IMMERSIU SALUT MENTAL DE JOVES ADOLESCENTS,6860.0,2022-04-14,2022-06-17,ASSOC LUMO ARTES ESCENIC NOU B,G66925728
Districte de Sant Andreu,Serveis,22001557,2022,Realització dos concerts Música als Barris,4400.0,2022-05-12,2022-12-31,ASSOC ORQUESTRA DE CAMBRA CATA,G59927590
Districte de Nou Barris,Serveis,22002123,2022,SUPORT A LA GESTIÓ DEL CMF DE CIUTAT MERIDIANA,13710.15,2022-07-01,2023-06-30,ASSOC. ESPORTIVA L'EIXAMPLE DE,G08943813
Districte de Sant Andreu,Serveis,22001556,2022,Movent-nos,2350.0,2022-05-17,2022-05-17,ASSOC. ESPORTIVA SANT ANDREU -,G08941486
Gerència Municipal,Serveis,22001518,2022,Generació i difusió de continguts dades obertes,3025.0,,,ASSOC.INICIATIVA BARCELONA OPE,G66746801
Districte de Sant Andreu,Serveis,22001237,2022,Producció audiovisual de la FESS Dte. S.Andreu,3025.0,2022-04-15,2022-05-30,ASSOC.XARXA D'ECONOMIA SOLIDÀR,G02905735
Districte d' Horta-Guinardó,Serveis,22001554,2022,Literatura en trànsit,12493.25,2022-05-25,2022-12-31,ASSOCIACIÓ AGOST PRODUCCIONS,G65062077
Districte de Sant Martí,Serveis,22001750,2022,Sensibilitz.població usuària gossos ús esp.públic,1170.0,2022-05-31,2022-05-31,ASSOCIACIÓ ALPERROVERDE,G65846123
Gerència de Recursos,Serveis,22001209,2022,Programa d'impuls al distintiu RASGO a Barcelona,4961.0,,,ASSOCIACIÓ CULTURAL MOZAIKA,G65984056
Districte de Gràcia,Serveis,22002062,2022,"Redacció projecte insonoritzar local Nil Fabra, 19",4719.0,2022-06-24,2022-08-24,ASSOCIACIÓ DE MANS A TERRA,G67452698
Districte de Sant Martí,Serveis,22002263,2022,Cantada d'havaneres dia 1/7 platja Bogatell,1900.0,,,ASSOCIACIÓ GRUP D'HAVANERES XA,G63849541
Districte de Les Corts,Serveis,22002136,2022,Suport logístic actes culturals 2022,13822.27,2022-06-17,2022-12-31,ASSOCIACIO LES CORTS PER LA,G64303464
Districte de Nou Barris,Serveis,22001262,2022,ACCIONS FORMACIONS PREVENCIÓ VIOLÈNCIA MASCLISTA,8160.0,2022-04-13,2022-12-31,ASSOCIACIÓ PELS DRETS SEXUALS,G08914475
Districte de Sants-Montjuïc,Serveis,22001308,2022,Prevenció de les agressions masclistes FM Sants,5844.0,2022-04-27,2022-09-30,ASSOCIACIÓ PELS DRETS SEXUALS,G08914475
Districte de Sant Andreu,Serveis,22001470,2022,Campanya de sensibilitzacio festes majors,13986.0,2022-05-05,2022-12-31,ASSOCIACIÓ PELS DRETS SEXUALS,G08914475
Districte de Ciutat Vella,Serveis,22001673,2022,Serv. Interv. assetjament sexual festes majors,9822.0,2022-05-19,2022-12-31,ASSOCIACIÓ PELS DRETS SEXUALS,G08914475
Districte de l'Eixample,Serveis,22001429,2022,Tractament antixilofogs bigues CCPT Sag Fam,2311.1,,,"ATRUM SOLUCIONES INTEGRALES, S",B64761166
"Ger. Àrea Economia, Recursos i Prom.Eco",Serveis,22000997,2022,Análisi Presència Mitjans Comunicació,17424.0,,,"AUDITORIA DE MEDIOS, S.L.",B97923130
Gerència Medi Ambient i Serveis Urbans,Serveis,22001204,2022,Etudi acústic de les terrasses del carrer Enric G,17787.0,2022-05-04,2022-12-31,AUREA ACUSTICA SL,B64719263
Gerència d'Area d'Ecologia Urbana,Serveis,22001235,2022,Servei seguretat exposició superilla,14737.61,2022-04-12,2022-07-13,AUSERVI GROUP SEGURIDAD Y,B64811995
"Ger. Drets Socials, Just. Global, Femini",Serveis,22001575,2022,Transport viatgers per visites a espais municipals,4716.92,2022-05-12,2022-12-31,"AUTOCARES JULIA, S.L.",B08095390
Districte de Nou Barris,Serveis,22002015,2022,REDAC. 2 PROJ. EXECUTIUS AL BARRI DE CAN PEGUERA,13308.79,2022-06-22,2022-09-22,BAP.BERTA BARRIO I JOSEP PERAI,J66010976
Districte de Sants-Montjuïc,Subministraments,22002181,2022,Lloguer de carpes per a l’activitat Grec al Sec,4840.0,2022-06-29,2022-07-23,"BARCELONA ALTERNATIVE MEDIA, S",B65564288
Districte de Nou Barris,Serveis,22001321,2022,CONCERTS AL MAIG,6171.0,2022-04-22,2022-06-24,"BARCELONA ANIMACIO, S.L.",B59747980
Districte de Nou Barris,Serveis,22002006,2022,MÀGIA AL JULIOL,1331.0,2022-07-01,2022-07-31,"BARCELONA ANIMACIO, S.L.",B59747980
Gerència d'Urbanisme,Serveis,22001816,2022,Anàlisi jurídic en el marc de la Llei de Territori,16093.0,2022-06-08,2022-12-31,BARCELONA DISSENY URBANISTIC S,B67315986
Districte de Sant Andreu,Serveis,22001883,2022,Serveis auxiliars seu Districte,3029.84,2022-05-31,2022-06-26,BARNA PORTERS SL,B61443628
Districte de Sant Andreu,Serveis,22002237,2022,Serveis auxiliars Seu Districte juliol,3029.84,2022-06-27,2022-07-24,BARNA PORTERS SL,B61443628
Gerència de l'Arquitecte en Cap,Serveis,22001316,2022,Document adaptació BESTCities a estructura municip,17908.0,2022-04-22,2022-06-23,"BASE ASSIST. I ASSESSOR,CONSUL",B63482400
"Ger. Àrea Ag.2030, Trans Dig i Esports",Serveis,22001895,2022,Disseny gràfic de 3 campanyes promogudes pel DPA,3375.9,,,BCN URBAN FACILITIES SL,B65534844
